"experiment","minutes_watched"
"A","109.15"
"A","85.54"
"A","98.59"
"A","148.26"
"A","162.32"
"A","122.28"
"A","136.81"
"A","104.57"
"A","162.92"
"A","85.44"
"A","105.51"
"A","181.62"
"A","89.9"
"A","86.03"
"A","74.52"
"A","94.33"
"A","152.46"
"A","133.4"
"A","97.08"
"A","95.46"
"A","111.61"
"A","90.15"
"A","115.68"
"A","116.64"
"A","153.06"
"A","134.04"
"A","136.46"
"A","73.62"
"A","112.8"
"A","147.03"
"A","153.02"
"A","94.61"
"A","155.67"
"A","99.64"
"A","58.5"
"A","104.65"
"A","101.02"
"A","99.7"
"A","126.73"
"A","110.14"
"A","178.78"
"A","133.22"
"A","128.2"
"A","102.2"
"A","73.93"
"A","117.24"
"A","143.54"
"A","95.3"
"A","107.06"
"A","104.37"
"A","98.31"
"A","138.63"
"A","115.66"
"A","145.21"
"A","87.22"
"A","75.83"
"A","118.69"
"A","170.12"
"A","95.15"
"A","83.17"
"A","157.99"
"A","175.24"
"A","83.25"
"A","89.88"
"A","103.83"
"A","117.54"
"A","56.39"
"A","109.28"
"A","153.56"
"A","166.35"
"A","74.48"
"A","147.62"
"A","161.04"
"A","175.53"
"A","187.24"
"A","44.16"
"A","73.62"
"A","114.25"
"A","142.35"
"A","133.31"
"A","134.72"
"A","117.42"
"A","136.05"
"A","124.03"
"A","157.31"
"A","88.83"
"A","86.1"
"A","151.73"
"A","57.9"
"A","157.59"
"A","175.42"
"A","58.64"
"A","122.37"
"A","108.95"
"A","135.25"
"A","67.23"
"A","144.63"
"A","73.8"
"A","118.42"
"A","142.23"
"A","153.41"
"A","153.45"
"A","127.63"
"A","107.51"
"A","129.3"
"A","147.21"
"A","93.19"
"A","122.52"
"A","226.05"
"A","108.84"
"A","83.16"
"A","81.55"
"A","139.22"
"A","103.19"
"A","105.09"
"A","120.37"
"A","164.37"
"A","137.82"
"A","104.21"
"A","105.76"
"A","86.57"
"A","145.21"
"A","135.77"
"A","128.94"
"A","141.04"
"A","113.99"
"A","103.71"
"A","115.32"
"A","108.26"
"A","126.12"
"A","120.21"
"A","77.46"
"A","123.97"
"A","160.18"
"A","131.02"
"A","162.78"
"A","125.51"
"A","69.19"
"A","148.84"
"A","110.97"
"A","104.62"
"A","82.01"
"A","153.18"
"A","123.87"
"A","167.66"
"A","112.11"
"A","194.51"
"A","136.1"
"A","119.47"
"A","185.45"
"A","136.79"
"A","115.01"
"A","78.11"
"A","191.06"
"A","137.95"
"A","101.74"
"A","121.36"
"A","141.09"
"A","99.2"
"A","146.78"
"A","83.54"
"A","103.47"
"A","170.1"
"A","101.55"
"A","97.97"
"A","116.95"
"A","112.07"
"A","126.22"
"A","87.29"
"A","102.12"
"A","96.67"
"A","107.48"
"A","159.33"
"A","166.65"
"A","140.12"
"A","88.53"
"A","96.99"
"A","109.52"
"A","155.22"
"A","114.62"
"A","66.92"
"A","172.74"
"A","127.21"
"A","111.27"
"A","134.91"
"A","138.3"
"A","110.47"
"A","194.79"
"A","109.16"
"A","109.37"
"A","123.14"
"A","115.8"
"A","96.79"
"A","136.91"
"A","131.97"
"A","92.75"
"A","94.7"
"A","97.09"
"A","104.74"
"A","105.07"
"A","113.79"
"A","163.92"
"A","116.95"
"A","117.85"
"A","99.49"
"A","125.79"
"A","66.76"
"A","127.48"
"A","110.11"
"A","138.04"
"A","96.92"
"A","134.22"
"A","84.92"
"A","104.15"
"A","129.63"
"A","53.05"
"A","133.44"
"A","108.67"
"A","152.3"
"A","146.61"
"A","116.61"
"A","65.03"
"A","122.49"
"A","168.34"
"A","161.68"
"A","97.22"
"A","130.82"
"A","148.58"
"A","102.64"
"A","76.87"
"A","84.46"
"A","131.6"
"A","114.5"
"A","76.23"
"A","141.99"
"A","170.91"
"A","88.82"
"A","150.1"
"A","109.93"
"A","120.45"
"A","119.76"
"A","110.77"
"A","113.67"
"A","70.36"
"A","134.11"
"A","158.94"
"A","133.03"
"A","159.82"
"A","112.93"
"A","142.34"
"A","65.86"
"A","37.75"
"A","129.2"
"A","125.34"
"A","181.77"
"A","155.6"
"A","138.61"
"A","100.59"
"A","141.5"
"A","118"
"A","115.88"
"A","107.73"
"A","134.59"
"A","51.3"
"A","98.37"
"A","152.73"
"A","95.91"
"A","97.43"
"A","77.53"
"A","95.94"
"A","110.6"
"A","103.56"
"A","131.24"
"A","100.04"
"A","105.3"
"A","156.54"
"A","154.04"
"A","106.18"
"A","108.25"
"A","61.41"
"A","134.59"
"A","81.64"
"A","130.81"
"A","116.68"
"A","95.16"
"A","160.98"
"A","128.31"
"A","56.72"
"A","140.67"
"A","135.74"
"A","111.61"
"A","107.05"
"A","112.74"
"A","97.1"
"A","126.51"
"A","161.98"
"A","109.76"
"A","121.12"
"A","142.56"
"A","131.97"
"A","111.93"
"A","67.64"
"A","119.79"
"A","111.25"
"A","100.7"
"A","155.68"
"A","172.58"
"A","136.16"
"A","100.32"
"A","95.98"
"A","47.43"
"A","156.75"
"A","141.89"
"A","96.83"
"A","112.62"
"A","133.11"
"A","90.72"
"A","130.17"
"A","113.59"
"A","68.59"
"A","170.84"
"A","98.84"
"A","119.29"
"A","104.91"
"A","135.83"
"A","140.24"
"A","90.48"
"A","85.56"
"A","155.53"
"A","107.25"
"A","114.53"
"A","134.5"
"A","94.94"
"A","91.03"
"A","131.49"
"A","176.98"
"A","127.91"
"A","121.97"
"A","86.15"
"A","123.94"
"A","101.19"
"A","94.94"
"A","102.77"
"A","92.99"
"A","110.43"
"A","105.91"
"A","85.04"
"A","127.17"
"A","141.14"
"A","58.93"
"A","140.34"
"A","113.91"
"A","102.59"
"A","79.48"
"A","82.26"
"A","93.27"
"A","77.99"
"A","117.26"
"A","118.78"
"A","100.51"
"A","135.16"
"A","118.36"
"A","119.85"
"A","103.84"
"A","116.48"
"A","179.16"
"A","103.03"
"A","65.31"
"A","119.28"
"A","96.19"
"A","138.64"
"A","158.84"
"A","105.34"
"A","157.95"
"A","110.72"
"A","127.98"
"A","94.65"
"A","81.48"
"A","124.04"
"A","144.93"
"A","123.34"
"A","153.13"
"A","146.09"
"A","156.68"
"A","126.74"
"A","81.52"
"A","99.82"
"A","116.59"
"A","152.6"
"A","96.57"
"A","128.44"
"A","143.63"
"A","96.62"
"A","129.98"
"A","145.44"
"A","146.5"
"A","93.26"
"A","113.62"
"A","127.79"
"A","148.79"
"A","142.75"
"A","130.03"
"A","126.5"
"A","80.44"
"A","64.74"
"A","70.92"
"A","128.15"
"A","16.9"
"A","137.53"
"A","91.85"
"A","117.84"
"A","88.11"
"A","140.64"
"A","76.29"
"A","112.36"
"A","138.54"
"A","140.84"
"A","80.8"
"A","114.03"
"A","57.94"
"A","145.49"
"A","116.9"
"A","136.77"
"A","35"
"A","111.88"
"A","89.33"
"A","132.64"
"A","156.35"
"A","105.26"
"A","136.39"
"A","157.97"
"A","110.55"
"A","102.86"
"A","133.54"
"A","138.99"
"A","80.73"
"A","139.23"
"A","57.37"
"A","100.87"
"A","95.71"
"A","69.25"
"A","115.4"
"A","134.37"
"A","140.36"
"A","93.01"
"A","95.51"
"A","161.84"
"A","104.49"
"A","129.18"
"A","159"
"A","107.66"
"A","118.7"
"A","83.49"
"A","135.77"
"A","72.94"
"A","147.14"
"A","154.44"
"A","108.97"
"A","176.91"
"A","72.57"
"A","166.49"
"A","99.75"
"A","158.95"
"A","99.32"
"A","161.81"
"A","115.4"
"A","169.67"
"A","108.65"
"A","114"
"A","88.11"
"A","144.3"
"A","101.35"
"A","175.23"
"A","68.31"
"A","58.03"
"A","133.58"
"A","109.57"
"A","102.52"
"A","147.1"
"A","156.46"
"A","133.8"
"A","94.08"
"A","131.77"
"A","158.65"
"A","126.66"
"A","158.94"
"A","126.62"
"A","52.4"
"A","85.95"
"A","140.17"
"A","83.55"
"A","148.35"
"A","83.61"
"A","124.06"
"A","110.61"
"A","143.38"
"A","120.5"
"A","97.77"
"A","110.27"
"A","137.64"
"A","145.47"
"A","83.59"
"A","161.36"
"A","106.8"
"A","132.62"
"A","112.72"
"A","145.88"
"A","79.61"
"A","123.24"
"A","189.68"
"A","132.78"
"A","94.82"
"A","87.48"
"A","133.56"
"A","152.58"
"A","107.38"
"A","94"
"A","115.74"
"A","143.05"
"A","141.37"
"A","124.1"
"A","154.28"
"A","206.05"
"A","99.29"
"A","181.57"
"A","81.38"
"A","137.98"
"A","148.29"
"A","134.51"
"A","132.33"
"A","106.21"
"A","135.43"
"A","109.45"
"A","140.57"
"A","87.83"
"A","180.32"
"A","122.58"
"A","122.92"
"A","102.48"
"A","117.37"
"A","98.56"
"A","59.21"
"A","110.05"
"A","149.79"
"A","123.47"
"A","154.21"
"A","93.24"
"A","69.09"
"A","95.65"
"A","107.82"
"A","135.9"
"A","102.94"
"A","113.26"
"A","129.94"
"A","86.69"
"A","152.35"
"A","127.29"
"A","123.44"
"A","95.96"
"A","101.53"
"A","120.69"
"A","155.75"
"A","123.99"
"A","89.2"
"A","87.64"
"A","78.51"
"A","143.9"
"A","75.25"
"A","100.2"
"A","156.25"
"A","118.71"
"A","70.8"
"A","132.53"
"A","78.92"
"A","92.69"
"A","62.77"
"A","125.97"
"A","122.71"
"A","101.52"
"A","118.13"
"A","103.58"
"A","129.8"
"A","149.07"
"A","99.14"
"A","93.68"
"A","144"
"A","104.36"
"A","124.73"
"A","149.04"
"A","126.56"
"A","123.01"
"A","122.54"
"A","76.49"
"A","91.11"
"A","147.78"
"A","121.45"
"A","159.79"
"A","130.24"
"A","100.99"
"A","104.99"
"A","190.08"
"A","108.59"
"A","105.8"
"A","109.66"
"A","125.58"
"A","153.56"
"A","109.15"
"A","166.03"
"A","78.32"
"A","128.4"
"A","141.76"
"A","78.55"
"A","153.33"
"A","125.39"
"A","65.65"
"A","119.82"
"A","140.44"
"A","112.88"
"A","84.12"
"A","108.68"
"A","142.95"
"A","80.06"
"A","110.38"
"A","111.37"
"A","108.73"
"A","152.15"
"A","184.79"
"A","143.09"
"A","80.97"
"A","192.26"
"A","113.64"
"A","137.34"
"A","55.66"
"A","126.96"
"A","119.58"
"A","95.18"
"A","155.04"
"A","90.27"
"A","105.6"
"A","84.43"
"A","141.57"
"A","145.28"
"A","103.18"
"A","96.49"
"A","100.86"
"A","137.84"
"A","140.21"
"A","103.86"
"A","158.78"
"A","132.09"
"A","128.91"
"A","130.29"
"A","101.96"
"A","148.58"
"A","113.81"
"A","123.34"
"A","78.82"
"A","124.67"
"A","99.32"
"A","145.25"
"A","120.02"
"A","138.69"
"A","161.96"
"A","113.11"
"A","145.21"
"A","146.38"
"A","106.04"
"A","124.2"
"A","86.8"
"A","97.67"
"A","146.28"
"A","130.37"
"A","92.11"
"A","170.37"
"A","125.04"
"A","98.1"
"A","66.14"
"A","146.75"
"A","125.84"
"A","183.97"
"A","83.16"
"A","128.76"
"A","105.89"
"A","123.64"
"A","158.27"
"A","171.26"
"A","148.44"
"A","137.86"
"A","105.78"
"A","69.23"
"A","168.4"
"A","114.64"
"A","65.78"
"A","99.73"
"A","71.17"
"A","94.02"
"A","101.19"
"A","112.02"
"A","107.27"
"A","132.24"
"A","105.81"
"A","91.54"
"A","161.5"
"A","146.41"
"A","97.34"
"A","138.83"
"A","143.01"
"A","94.91"
"A","114.11"
"A","96.24"
"A","87.59"
"A","76.92"
"A","109.98"
"A","127.95"
"A","147.64"
"A","81.15"
"A","118.96"
"A","95.08"
"A","124.84"
"A","103.35"
"A","108.17"
"A","119.14"
"A","119.95"
"A","158.18"
"A","154"
"A","112.06"
"A","121.43"
"A","135.5"
"A","197.83"
"A","135.33"
"A","141.48"
"A","83.87"
"A","112"
"A","102.62"
"A","119.85"
"A","118.43"
"A","101.44"
"A","150.08"
"A","80.9"
"A","109.6"
"A","83.55"
"A","175.69"
"A","67.75"
"A","132.12"
"A","131.69"
"A","152.52"
"A","101.37"
"A","116.75"
"A","86.93"
"A","97.2"
"A","172.46"
"A","125.06"
"A","96.89"
"A","49.63"
"A","118.01"
"A","111.04"
"A","159.04"
"A","130.88"
"A","92.35"
"A","121.57"
"A","119.8"
"A","137.29"
"A","154.03"
"A","139.07"
"A","124.96"
"A","83.51"
"A","102.97"
"A","121.4"
"A","116.71"
"A","113.46"
"A","116.47"
"A","109.5"
"A","47.84"
"A","113.64"
"A","172.61"
"A","124.05"
"A","126.38"
"A","125.33"
"A","119.06"
"A","128.82"
"A","144.73"
"A","142.26"
"A","97.41"
"A","144.64"
"A","154.9"
"A","107.29"
"A","186.9"
"A","110.95"
"A","178.15"
"A","112.33"
"A","155.22"
"A","82.6"
"A","106.32"
"A","142.28"
"A","181.56"
"A","64.4"
"A","115.45"
"A","151.08"
"A","151.8"
"A","144.47"
"A","130.14"
"A","114.22"
"A","90.28"
"A","140.56"
"A","115.41"
"A","146.1"
"A","87.49"
"A","152.38"
"A","112.23"
"A","158.78"
"A","114.55"
"A","129.91"
"A","119.61"
"A","99.24"
"A","110.22"
"A","83.54"
"A","62.78"
"A","123.55"
"A","92.95"
"A","148.99"
"A","147.31"
"A","122.48"
"A","115.51"
"A","108.14"
"A","100.71"
"A","91.04"
"A","137.42"
"A","131.68"
"A","125.91"
"A","162.62"
"A","146.89"
"A","149.72"
"A","79.39"
"A","94.87"
"A","144.16"
"A","100.53"
"A","126.53"
"A","136.6"
"A","149.72"
"A","134.24"
"A","76.61"
"A","112.17"
"A","135.31"
"A","122.5"
"A","128.76"
"A","153.09"
"A","105.91"
"A","149.03"
"A","152.56"
"A","70.87"
"A","120.31"
"A","143.66"
"A","149.08"
"A","180.19"
"A","91.34"
"A","86.38"
"A","116.77"
"A","56.33"
"A","90.57"
"A","143.98"
"A","108.69"
"A","79.42"
"A","108.66"
"A","120.44"
"A","115.16"
"A","161.28"
"A","140.37"
"A","138.71"
"A","109.34"
"A","115.03"
"A","59.31"
"A","128.21"
"A","158.2"
"A","109.4"
"A","114.3"
"A","173.09"
"A","93.2"
"A","67.15"
"A","146.79"
"A","148.36"
"A","101.52"
"A","114.12"
"A","133.82"
"A","111.68"
"A","134.81"
"A","156.31"
"A","71.77"
"A","60.67"
"A","122.74"
"A","154.6"
"A","111.29"
"A","132.18"
"A","70.36"
"A","119.86"
"A","52.5"
"A","110.05"
"A","129.17"
"A","115.13"
"A","66.97"
"A","178.8"
"A","150.98"
"A","172.46"
"A","148.35"
"A","142.91"
"A","121.68"
"A","147.1"
"A","171.55"
"A","139.21"
"A","138.15"
"A","84.05"
"A","107.96"
"A","81.81"
"A","134.09"
"A","116.88"
"A","97.31"
"A","117.94"
"A","118.65"
"A","105.27"
"A","89.56"
"A","90.74"
"A","87.71"
"A","110.37"
"A","50.15"
"A","120.47"
"A","154.35"
"A","115.09"
"A","128.52"
"A","138.88"
"A","112.86"
"A","132.81"
"A","141.7"
"A","38.09"
"A","79.56"
"A","119.26"
"A","104.8"
"A","147.14"
"A","139.09"
"A","98.05"
"A","146.17"
"A","116.78"
"A","138.8"
"A","137.49"
"A","146.38"
"A","119.65"
"A","106.5"
"A","138.18"
"A","153.43"
"A","108.25"
"A","131.44"
"A","144.62"
"A","69.66"
"A","117.37"
"A","115.62"
"A","175.07"
"A","160.92"
"A","79.67"
"A","102.34"
"A","54.29"
"A","46.04"
"A","89.31"
"A","107.41"
"A","83.42"
"A","85.02"
"A","130.25"
"A","170.22"
"A","135.02"
"A","153.37"
"A","86.49"
"A","149.29"
"A","117.29"
"A","117.3"
"A","106.06"
"A","109.78"
"A","102.34"
"A","93.04"
"A","171.3"
"A","72.96"
"A","112.49"
"A","36.58"
"A","120"
"A","127.1"
"A","141.64"
"A","125.12"
"A","112.38"
"A","112.94"
"A","125.73"
"A","72.66"
"A","96.86"
"A","144.42"
"A","124.46"
"A","152.34"
"A","113.21"
"A","158.63"
"A","147.4"
"A","118.07"
"A","130.22"
"A","148.26"
"A","68.96"
"A","152.9"
"A","100.77"
"A","150.7"
"A","78.9"
"A","121.36"
"A","163.29"
"A","99.86"
"A","124.24"
"A","87.99"
"A","68.86"
"A","80.26"
"A","112.84"
"A","149.02"
"A","96.11"
"A","95.96"
"A","50.03"
"A","180.65"
"A","150.18"
"A","152.49"
"A","148.03"
"A","155.78"
"A","107.59"
"A","140.64"
"A","114.41"
"A","118.24"
"A","117.79"
"A","131.95"
"A","121.96"
"A","118.91"
"A","96.96"
"A","87.83"
"A","80.05"
"A","141.51"
"A","121.12"
"A","118.75"
"A","112.83"
"A","171.76"
"A","129.37"
"A","92.05"
"A","73.46"
"A","161.31"
"A","145.73"
"A","91.64"
"A","121.07"
"A","131.04"
"A","166.23"
"A","132.38"
"A","108.09"
"A","151.53"
"A","154.15"
"A","127.1"
"A","140.83"
"A","138.72"
"A","119.97"
"A","138.77"
"A","130.26"
"A","124.44"
"A","91.58"
"A","136.68"
"A","133.33"
"A","154.14"
"A","106.19"
"A","115.91"
"A","89.91"
"A","69.22"
"A","126.11"
"A","166.46"
"A","159.02"
"A","127.09"
"A","142.04"
"A","90.09"
"A","257.76"
"A","190.25"
"A","128.87"
"A","158.87"
"A","121.2"
"A","160.04"
"A","109.15"
"A","94.38"
"A","84.88"
"A","131.02"
"A","129.95"
"A","128.41"
"A","125.68"
"A","128.49"
"A","61.61"
"A","168.45"
"A","108.84"
"A","96.86"
"A","141.83"
"A","82.65"
"A","97.08"
"A","121.71"
"A","140.28"
"A","136.95"
"A","48.71"
"A","139.7"
"A","103.66"
"A","151.23"
"A","147.69"
"A","120.07"
"A","161.73"
"A","109.2"
"A","118.49"
"A","65.93"
"A","96.56"
"A","107.32"
"A","109.59"
"A","107.73"
"A","100.98"
"A","143.56"
"A","74.21"
"A","114.97"
"A","91.26"
"A","133.4"
"A","84.33"
"A","123.75"
"A","163.11"
"A","120.08"
"A","84.95"
"A","89.75"
"A","95.53"
"A","141.23"
"A","105.8"
"A","49.67"
"A","130.54"
"A","83.4"
"A","120.51"
"A","93.95"
"A","135.05"
"A","112.56"
"A","73.83"
"A","125.54"
"A","148.23"
"A","126.27"
"A","123.87"
"A","139.53"
"A","87.99"
"A","108.52"
"A","109.66"
"A","114.37"
"A","125.67"
"A","84.58"
"A","125.23"
"A","138.69"
"A","106.63"
"A","89.19"
"A","76.66"
"A","148.78"
"A","98.97"
"A","146.3"
"A","93.02"
"A","152.99"
"A","121.2"
"A","67.13"
"A","106.87"
"A","122.93"
"A","57.83"
"A","134.91"
"A","74.9"
"A","112.01"
"A","114.09"
"A","73.35"
"A","119.81"
"A","148.1"
"A","137.23"
"A","118"
"A","130.78"
"A","147.23"
"A","109.51"
"A","101.62"
"A","121.24"
"A","158.31"
"A","91.44"
"A","114.85"
"A","73.9"
"A","97.03"
"A","128.49"
"A","145.37"
"A","116.63"
"A","125.12"
"A","93.46"
"A","136.7"
"A","101.63"
"A","109.14"
"A","109.1"
"A","100.57"
"A","140.84"
"A","108.4"
"A","92.48"
"A","130.92"
"A","123.2"
"A","167.12"
"A","105.22"
"A","112.32"
"A","108.51"
"A","108.17"
"A","72.68"
"A","141.71"
"A","129.99"
"A","124.7"
"A","155.09"
"A","104.75"
"A","137.04"
"A","215.91"
"A","97.39"
"A","132.03"
"A","126.96"
"A","135.41"
"A","191.04"
"A","120.36"
"A","87.4"
"A","162.34"
"A","115.99"
"A","140.23"
"A","115.43"
"A","79.81"
"A","70.92"
"A","147.73"
"A","152.62"
"A","56.85"
"A","126.25"
"A","127.02"
"A","140.06"
"A","42.89"
"A","125.49"
"A","128.23"
"A","114.78"
"A","86.35"
"A","156"
"A","74.88"
"A","90.23"
"A","94.25"
"A","150.7"
"A","122.02"
"A","98.8"
"A","153.77"
"A","116.08"
"A","90.92"
"A","120.21"
"A","93.03"
"A","81.95"
"A","123.57"
"A","113.47"
"A","151.09"
"A","105.18"
"A","92.23"
"A","85.52"
"A","139.06"
"A","89.24"
"A","124.72"
"A","103.77"
"A","100.09"
"A","108.65"
"A","62.07"
"A","118.67"
"A","116.11"
"A","119.59"
"A","165.62"
"A","111.97"
"A","94.67"
"A","126.65"
"A","99.06"
"A","130.1"
"A","161.68"
"A","136.06"
"A","145.96"
"A","117.53"
"A","114.37"
"A","108.36"
"A","132.64"
"A","104.23"
"A","87.47"
"A","80.45"
"A","75.81"
"A","134.67"
"A","120.22"
"A","133.13"
"A","87.4"
"A","94.45"
"A","107.41"
"A","111.45"
"A","150.4"
"A","137.71"
"A","145.89"
"A","187.21"
"A","83.57"
"A","110.97"
"A","124.2"
"A","136.3"
"A","113.11"
"A","133.34"
"A","116.15"
"A","89.93"
"A","69.25"
"A","187.76"
"A","119.83"
"A","176.86"
"A","144.17"
"A","185.11"
"A","107.61"
"A","125.29"
"A","147.43"
"A","121.45"
"A","109.21"
"A","179.63"
"A","156.45"
"A","116.24"
"A","116.83"
"A","134.24"
"A","118.82"
"A","133.6"
"A","170"
"A","144.64"
"A","96.23"
"A","151.48"
"A","106.71"
"A","162.16"
"A","153.34"
"A","136.88"
"A","88.96"
"A","139.62"
"A","94.62"
"A","140.4"
"A","140.76"
"A","137.02"
"A","163.8"
"A","128.18"
"A","108.95"
"A","161.05"
"A","92.34"
"A","152.48"
"A","99.33"
"A","148.36"
"A","161.16"
"A","66.01"
"A","140.31"
"A","77.82"
"A","129.15"
"A","107.39"
"A","70.63"
"A","151.6"
"A","118.64"
"A","176.91"
"A","152.7"
"A","141.41"
"A","156.38"
"A","167.32"
"A","140.12"
"A","110.28"
"A","93.85"
"A","123.73"
"A","152.09"
"A","93.47"
"A","108.95"
"A","155.61"
"A","104.58"
"A","120.03"
"A","98.26"
"A","109.47"
"A","148.7"
"A","160.23"
"A","167.35"
"A","140.53"
"A","121.94"
"A","65.69"
"A","138.35"
"A","106.05"
"A","182.95"
"A","85.8"
"A","119.28"
"A","68.09"
"A","137.71"
"A","111.4"
"A","115.21"
"A","82.49"
"A","97.13"
"A","95.3"
"A","111.97"
"A","110.81"
"A","97.09"
"A","109.09"
"A","111.39"
"A","78.79"
"A","148.69"
"A","117"
"A","130.65"
"A","128.22"
"A","139.55"
"A","105.07"
"A","116.59"
"A","142.98"
"A","126.66"
"A","83.28"
"A","104.18"
"A","152.34"
"A","75.23"
"A","79.68"
"A","104.63"
"A","166.41"
"A","89.69"
"A","144.12"
"A","81.53"
"A","121.06"
"A","65.93"
"A","110.2"
"A","100.35"
"A","114.38"
"A","125.06"
"A","143.49"
"A","90.4"
"A","85.14"
"A","81.84"
"A","115.29"
"A","132.52"
"A","152.35"
"A","74.35"
"A","80.27"
"A","97.51"
"A","117.59"
"A","154.56"
"A","172.32"
"A","106.48"
"A","145.33"
"A","81.09"
"A","54.56"
"A","166.47"
"A","121.06"
"A","147.94"
"A","84.8"
"A","149.46"
"A","121.03"
"A","146.01"
"A","91.66"
"A","103.18"
"A","134.97"
"A","105.79"
"A","168.31"
"A","93.84"
"A","138.72"
"A","112.52"
"A","132.38"
"A","130.57"
"A","62.46"
"A","73.03"
"A","179.54"
"A","107"
"A","129.42"
"A","139.88"
"A","95.79"
"A","137.71"
"A","158.57"
"A","94.19"
"A","96.15"
"A","160.36"
"A","129.48"
"A","123.15"
"A","127.73"
"A","136.33"
"A","108.87"
"A","85.79"
"A","32.2"
"A","118.37"
"A","95.74"
"A","107.23"
"A","156.57"
"A","134.19"
"A","159.95"
"A","124.12"
"A","94.7"
"A","115.58"
"A","112.28"
"A","117.74"
"A","160.44"
"A","142.08"
"A","139.25"
"A","68.66"
"A","202.44"
"A","132.39"
"A","120.58"
"A","111.29"
"A","146.69"
"A","158.55"
"A","140.19"
"A","102.06"
"A","128.28"
"A","113.04"
"A","152.28"
"A","130.91"
"A","179.97"
"A","86.26"
"A","117.45"
"A","153.01"
"A","91.37"
"A","97.1"
"A","96.16"
"A","111.33"
"A","71.83"
"A","59.47"
"A","163.11"
"A","118.19"
"A","152.88"
"A","142.33"
"A","166.13"
"A","77.72"
"A","130.43"
"A","91.07"
"A","77.67"
"A","52.48"
"A","100.25"
"A","144.77"
"A","128.17"
"A","156.62"
"A","120.34"
"A","109.92"
"A","137.48"
"A","132.38"
"A","96.11"
"A","113.49"
"A","127.82"
"A","125.26"
"A","131.24"
"A","141.35"
"A","92.23"
"A","174.85"
"A","101.52"
"A","157.73"
"A","31.66"
"A","126.64"
"A","149.21"
"A","144.65"
"A","128.36"
"A","121.81"
"A","113.94"
"A","137.28"
"A","115.46"
"A","165.17"
"A","200.15"
"A","90.3"
"A","90.55"
"A","101.04"
"A","82.08"
"A","111.84"
"A","152.45"
"A","126.86"
"A","120.2"
"A","122.27"
"A","147.34"
"A","151.98"
"A","82.62"
"A","148.87"
"A","70.44"
"A","84.75"
"A","142.23"
"A","179.19"
"A","102.33"
"A","129.24"
"A","118.91"
"A","122.21"
"A","128.82"
"A","97.81"
"A","109.13"
"A","105.01"
"A","143.91"
"A","119.91"
"A","119.95"
"A","138.05"
"A","165.15"
"A","178.97"
"A","138.45"
"A","92.78"
"A","99.47"
"A","98.58"
"A","145.13"
"A","113.09"
"A","83.31"
"A","102.86"
"A","140.44"
"A","153.87"
"A","144.13"
"A","89.5"
"A","123.79"
"A","110.13"
"A","86.54"
"A","151.08"
"A","135"
"A","126.13"
"A","151.79"
"A","160.18"
"A","109.34"
"A","162.77"
"A","82.34"
"A","109.55"
"A","139.69"
"A","128.85"
"A","199.38"
"A","149.64"
"A","117.45"
"A","108.52"
"A","134.86"
"A","190.2"
"A","174.61"
"A","98.45"
"A","111.88"
"A","105.12"
"A","121.89"
"A","66.9"
"A","132.25"
"A","100.33"
"A","104.57"
"A","147.25"
"A","114.72"
"A","93.56"
"A","154.23"
"A","104.77"
"A","131.36"
"A","115.15"
"A","98.47"
"A","177.29"
"A","142.23"
"A","143.67"
"A","185.11"
"A","149.09"
"A","124.66"
"A","111.18"
"A","51.24"
"A","94.84"
"A","115.98"
"A","86.27"
"A","149.98"
"A","100.22"
"A","84.66"
"A","110.75"
"A","198.94"
"A","117.3"
"A","122.6"
"A","73.48"
"A","149.56"
"A","137.35"
"A","73.21"
"A","103.17"
"A","136.45"
"A","124.05"
"A","168.23"
"A","146.13"
"A","154.18"
"A","37.08"
"A","94.32"
"A","96.11"
"A","121.45"
"A","123.97"
"A","129.36"
"A","95.71"
"A","94.9"
"A","120.11"
"A","135.82"
"A","74.62"
"A","150.86"
"A","167.14"
"A","139.97"
"A","143.03"
"A","174.44"
"A","119.25"
"A","117.33"
"A","138.51"
"A","108.5"
"A","116.83"
"A","142.73"
"A","155.8"
"A","147.58"
"A","84.61"
"A","82.73"
"A","140.23"
"A","155.35"
"A","128.58"
"A","83.16"
"A","135.34"
"A","136.84"
"A","177.53"
"A","63.12"
"A","161.8"
"A","85.85"
"A","160.83"
"A","118.53"
"A","131.85"
"A","103.31"
"A","129.38"
"A","41.56"
"A","178.71"
"A","126.35"
"A","66.02"
"A","79.77"
"A","129.82"
"A","87.65"
"A","114.7"
"A","99.93"
"A","89.7"
"A","137.66"
"A","134.68"
"A","108.35"
"A","101.2"
"A","87.44"
"A","141.15"
"A","137.13"
"A","142.05"
"A","161.67"
"A","107.69"
"A","159.05"
"A","121.25"
"A","132.05"
"A","100.48"
"A","161.49"
"A","135.09"
"A","88.51"
"A","66.59"
"A","137.43"
"A","130.92"
"A","69.63"
"A","121.45"
"A","155.48"
"A","126.23"
"A","144.69"
"A","99.83"
"A","106.29"
"A","106.2"
"A","123.36"
"A","153.54"
"A","140.18"
"A","131.68"
"A","85.12"
"A","164.58"
"A","140.11"
"A","113"
"A","147.52"
"A","130.74"
"A","162.6"
"A","136.78"
"A","117.93"
"A","134.15"
"A","110.7"
"A","123.28"
"A","121.19"
"A","112.43"
"A","78.53"
"A","170.89"
"A","150.55"
"A","125.92"
"A","129.19"
"A","153.69"
"A","101.92"
"A","130.6"
"A","130.11"
"A","125.54"
"A","102.86"
